(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.0,0.0,NaN)
(0.0,0.1111111111111111,0.1111111111111111,1.0)
(0.0,0.1111111111111111,0.1111111111111111,1.0)
(0.0,0.1111111111111111,0.1111111111111111,1.0)
(0.0,0.1111111111111111,0.1111111111111111,1.0)
(0.0,0.1111111111111111,0.1111111111111111,1.0)
(0.0,0.1111111111111111,0.1111111111111111,1.0)
(0.0,0.3333333333333333,0.3333333333333333,1.0)
(0.0,0.3333333333333333,0.3333333333333333,1.0)
(0.0,0.4444444444444444,0.4444444444444444,1.0)
(0.0,0.5555555555555556,0.5555555555555556,1.0)
(0.0,0.5555555555555556,0.5555555555555556,1.0)
(0.0,0.5555555555555556,0.5555555555555556,1.0)
(0.0,0.6666666666666666,0.6666666666666666,1.0)
(0.0,0.6666666666666666,0.6666666666666666,1.0)
(0.0,0.6666666666666666,0.6666666666666666,1.0)
(0.09090909090909091,0.6666666666666666,0.6666666666666666,0.8571428571428571)
(0.09090909090909091,0.6666666666666666,0.6666666666666666,0.8571428571428571)
(0.09090909090909091,0.7777777777777778,0.7777777777777778,0.875)
(0.09090909090909091,0.7777777777777778,0.7777777777777778,0.875)
(0.09090909090909091,0.7777777777777778,0.7777777777777778,0.875)
(0.18181818181818182,0.7777777777777778,0.7777777777777778,0.7777777777777778)
(0.18181818181818182,0.7777777777777778,0.7777777777777778,0.7777777777777778)
(0.18181818181818182,0.8888888888888888,0.8888888888888888,0.8)
(0.18181818181818182,0.8888888888888888,0.8888888888888888,0.8)
(0.18181818181818182,0.8888888888888888,0.8888888888888888,0.8)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.2727272727272727,1.0,1.0,0.75)
(0.36363636363636365,1.0,1.0,0.6923076923076923)
(0.6363636363636364,1.0,1.0,0.5625)
(0.6363636363636364,1.0,1.0,0.5625)
(0.6363636363636364,1.0,1.0,0.5625)
(0.6363636363636364,1.0,1.0,0.5625)
(0.6363636363636364,1.0,1.0,0.5625)
(0.6363636363636364,1.0,1.0,0.5625)
(0.7272727272727273,1.0,1.0,0.5294117647058824)
(0.7272727272727273,1.0,1.0,0.5294117647058824)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
(1.0,1.0,1.0,0.45)
